,MovieID,cbf_score
0,1193,0.13094016954226584
1,661,0.3365570788171291
2,914,0.15126006697282468
3,3408,0.11915300694501015
4,2355,0.43069243143373737
5,1197,0.08250371572388582
6,1287,0.15648901615358832
7,2804,0.2196097730513757
8,594,0.35696294508523213
9,919,0.32439774812210215
10,595,0.44514649666394246
11,938,0.20553820883178792
12,2398,0.11421341418847471
13,2918,0.10375157786507525
14,1035,0.20418031425690358
15,2791,0.11348508137055718
16,2687,0.37015103447036246
17,2018,0.3537458850994062
18,3105,0.1491190655962523
19,2797,0.1640523382318922
20,2321,0.09215243877920698
21,720,0.22390870233093355
22,1270,0.15232383784107956
23,527,0.1537595364138663
24,2340,0.05331760549434707
25,48,0.5128838478525364
26,1097,0.2528154860633832
27,1721,0.15498746256405374
28,1545,0.14874905042076683
29,745,0.20992967467139567
30,2294,0.4231710800645169
31,3186,0.13866032724475358
32,1566,0.5185441858092821
33,588,0.5072818362542312
34,1907,0.4231710800645169
35,783,0.3824536785986429
36,1836,0.1771367346702455
37,1022,0.4701692013390323
38,2762,0.09918908488991279
39,150,0.15556311743613302
40,1,0.4899243882347508
41,1961,0.16755544159180477
42,1962,0.12194103117185331
43,2692,0.11445367360587125
44,260,0.13218912108112696
45,1028,0.329989007206211
46,1029,0.4690696801411247
47,1207,0.11871304455568468
48,2028,0.1757616508026425
49,531,0.26673087892747516
50,3114,0.4858148113613634
51,608,0.15244934563358917
52,1246,0.12494074973451225
53,1357,0.09881782082899952
54,3068,0.0668945938078502
55,1537,0.031185269085149757
56,647,0.10594692522230198
57,2194,0.07924474342560603
58,648,0.05389950269175646
59,2268,0.07492338613028528
60,2628,0.1167933347199075
61,1103,0.04015990631842724
62,2916,0.08796891961576891
63,3468,0.05036973268458842
64,1210,0.10759871444609355
65,1792,0.07899076508865188
66,1687,0.04886059314114188
67,1213,0.08726646144708801
68,3578,0.08194492726901838
69,2881,0.045394472068659666
70,3030,0.07684320992169175
71,1217,0.09319928910212323
72,434,0.07731269435050203
73,2126,0.07026193575330367
74,3107,0.08639097363618294
75,3108,0.10529677089771383
76,3035,0.08182560440005718
77,1253,0.07987756280024602
78,1610,0.0373765394047398
79,292,0.11076446971832092
80,2236,0.08281035906594697
81,3071,0.04383673988193501
82,902,0.0535646497356096
83,368,0.05075430105108613
84,1259,0.1320561216748128
85,3147,0.07547180571810848
86,1544,0.07654077459443753
87,1293,0.0668945938078502
88,1188,0.052967272775496926
89,3255,0.11138100195178564
90,3256,0.0345760377949335
91,3257,0.10858288889500331
92,110,0.11726544472634182
93,2278,0.0886053372763931
94,2490,0.05615786682332375
95,1834,0.0666290557772383
96,3471,0.07185123168539047
97,589,0.07607495488022595
98,1690,0.062125005265991996
99,3654,0.06970469169356512
100,2852,0.12266724047187984
101,1945,0.06084599598089105
102,982,0.05191562252150039
103,1873,0.09204676452305594
104,2858,0.1478772265898233
105,1225,0.053386662603079636
106,515,0.08860661240352372
107,442,0.09236648935314955
108,2312,0.18012214103421
109,265,0.03582695531581717
110,1408,0.06636683479019505
111,1084,0.04960791800720977
112,3699,0.12098099932292536
113,480,0.08760549050520855
114,1442,0.07687222141013371
115,2067,0.08773777755818113
116,1265,0.0857343192358452
117,1370,0.04845604987534176
118,1801,0.1272092519768168
119,1372,0.06870525685110447
120,2353,0.06046780390553079
121,3334,0.05003791914386482
122,2427,0.12537524671753508
123,590,0.07418365444706662
124,1196,0.13015955817338729
125,1552,0.07941230064259673
126,736,0.09229287677194822
127,1198,0.030209274326970646
128,593,0.06523278168232535
129,2359,0.05768009600656753
130,95,0.04419416041388727
131,2717,0.05665500812184329
132,2571,0.09166018695636396
133,1917,0.13074795891888255
134,2396,0.09700165169866651
135,3735,0.062590068120789
136,1953,0.07068745589874036
137,1597,0.04949813808331531
138,3809,0.058076033430620844
139,1954,0.07179911825511334
140,1955,0.027521576474489263
141,235,0.07671564468406808
142,1124,0.043373807169538016
143,1957,0.05251102210899679
144,163,0.07481716543297275
145,21,0.1383018691921746
146,165,0.043887802979345136
147,1090,0.08383467405921619
148,380,0.08368358805553054
149,2501,0.06746838130043256
150,349,0.037204224950547066
151,457,0.05346224824350054
152,1096,0.051393405622555774
153,920,0.0847148889370369
154,459,0.0188390454159871
155,1527,0.06048286376517472
156,3418,0.06727522502507996
157,1385,0.03444817633349743
158,3451,0.05905597518217182
159,3095,0.0407759379628695
160,780,0.08588515042238015
161,498,0.08575331864827183
162,2728,0.0495864627856021
163,2002,0.10898501972981607
164,1784,0.09313588290665717
165,2943,0.08401859041845428
166,2006,0.08927304956610316
167,318,0.042347655249090316
168,1968,0.09634289406733892
169,3678,0.055957903093708065
170,1244,0.10924249902921823
171,356,0.05909515268335623
172,1245,0.061455164878685686
173,3893,0.04649943654734788
174,1247,0.06616523555147287
175,3421,0.031396463366704125
176,1641,0.06397299040993726
177,1394,0.02897546560175769
178,3534,0.07273252945086398
179,104,0.05192041610353122
180,2735,0.08055633934257474
181,1431,0.05344509723747633
182,3868,0.04664682616526297
183,1079,0.05536413175939097
184,2997,0.05136553916510746
185,1615,0.06289505117260902
186,1291,0.047865180179343325
187,653,0.09980783697164741
188,2167,0.09398555316320192
189,1580,0.1258929755425867
190,3619,0.04891340768849203
191,1049,0.058456351401173653
192,1261,0.06618080431986821
193,552,0.10124803630469084
194,1266,0.012823157679076073
195,733,0.0860501784108949
196,1378,0.07841344988997342
197,1379,0.05773802227166737
198,3552,0.05975755204393178
199,1304,0.030785495004633796
200,2470,0.05979326747481934
201,3168,0.060795937246381354
202,2617,0.08284420781706703
203,3671,0.026457394082420014
204,2871,0.035845047081928816
205,2115,0.0265863499438473
206,1136,0.02220042290353396
207,2081,0.42357685915767257
208,2951,0.03190573524020028
209,1214,0.06484002161035175
210,1036,0.06665905668174969
211,3702,0.04944556789263439
212,2366,0.03474880395357583
213,1387,0.037717070843639386
214,3527,0.0676985943684553
215,1201,0.011984870249209552
216,2947,0.042070087974360515
217,1240,0.06728326368479229
218,2987,0.15022052394342017
219,2333,0.08407087202764743
220,1175,0.09166519641593819
221,39,0.0867859716176365
222,288,0.021383258002052825
223,2337,0.08281035906594697
224,1535,0.06486968545137865
225,1392,0.09419609828288097
226,1466,0.0666302467036313
227,860,0.017283188946384982
228,1683,0.08179992173264208
229,866,0.12391819660819035
230,1684,0.031437549708491594
231,2770,0.06754944779922992
232,215,0.10690953151769945
233,1759,0.0994187721700614
234,501,0.0912223396730515
235,506,0.08098674791079974
236,1250,0.05008443558102295
237,3793,0.08016130366279159
238,509,0.09588232415587913
239,41,0.09309892219350113
240,2058,0.07899076508865188
241,3799,0.2647688624423684
242,47,0.06335330589889547
243,2700,0.13836692699532324
244,296,0.05261604742758676
245,581,0.021780647678905172
246,1617,0.03457462288034875
247,728,0.045726447353976754
248,299,0.05692333710046572
249,3079,0.06751225012533073
250,2560,0.07963603429123982
251,1909,0.1013247993345854
252,224,0.09424205460142585
253,3728,0.030617517266591482
254,229,0.056556962425531536
255,6,0.07402169808516257
256,3006,0.08459901458292053
257,1046,0.0872047258097033
258,800,0.07716319152328487
259,50,0.0430938342559093
260,52,0.057458235580477884
261,1191,0.012083139308335626
262,1192,0.01896119507267615
263,3081,0.0346796502107263
264,377,0.04961407145213947
265,1268,0.05900733369132158
266,3083,0.06348995545100783
267,3513,0.05968574985034781
268,2428,0.08691179602495706
269,2282,0.14637177189109568
270,3514,0.0708351007900074
271,1554,0.08250506806110956
272,1912,0.09689281468803236
273,2716,0.03679718967415586
274,1485,0.03377857010088627
275,2289,0.11138100195178564
276,162,0.0
277,1127,0.10781450743936764
278,3016,0.014020871204443642
279,2070,0.06116027407121255
280,1704,0.06194409102449985
281,3163,0.06282605543404511
282,2437,0.07687222141013371
283,2291,0.07288120114437997
284,1635,0.0595162885780533
285,1279,0.10414402222916104
286,2721,0.04779115432841925
287,2723,0.11196871129897676
288,1921,0.09953098919068312
289,2725,0.05629144008220941
290,1923,0.14826795944569995
291,2580,0.07922987123973246
292,3386,0.06574240448491424
293,3744,0.04530252342651726
294,968,0.047922441616925576
295,896,0.0462254424252693
296,3020,0.1032460566921421
297,1788,0.082518636770892
298,176,0.05859682654672013
299,461,0.0806140616748233
300,1429,0.02902314341300897
301,2159,0.02378519786015884
302,1715,0.026849886590319658
303,1643,0.03995346838968212
304,3249,0.017830397993161218
305,3176,0.060596080004222265
306,1719,0.08583318232492801
307,2806,0.052141916430816615
308,2734,0.0502811271330394
309,1649,0.011894396206425155
310,321,0.0398076686220952
311,2013,0.0586474536479473
312,3100,0.054507899664940684
313,2952,0.03157286385229474
314,1794,0.07882858840818356
315,2599,0.06754944779922992
316,1500,0.04729235067760917
317,2959,0.06963277891949446
318,1509,0.18154246116320588
319,1722,0.05041240143316947
320,1650,0.05908592445052207
321,908,0.06869869270927652
322,1653,0.11909732760582557
323,2384,0.17568476685771256
324,1729,0.07137443356064889
325,3476,0.025142931289308234
326,2890,0.11024829065935854
327,3113,0.0843936656494213
328,16,0.0971541174412287
329,2029,0.04720913616206952
330,194,0.09682582790783739
331,551,0.34268981078817995
332,1513,0.03131952487460308
333,3046,0.07490230476485915
334,2318,0.09584632846336065
335,1517,0.04866525013673174
336,1089,0.032661431928268404
337,3260,0.056079721587393244
338,913,0.02148303187237506
339,1730,0.07687222141013371
340,3409,0.06463412219090511
341,2607,0.11724067596072628
342,1449,0.05192041610353122
343,1732,0.11174371395654337
344,1733,0.09223705660394374
345,2390,0.08013918750503479
346,1734,0.07357273268082626
347,3266,0.07089823490937586
348,3267,0.035780842948453954
349,3624,0.024048022351170782
350,2395,0.09215243877920698
351,1594,0.06736023509159811
352,2683,0.03836947851001415
353,412,0.06336796042305631
354,2759,0.07223170693673667
355,994,0.11917861901794734
356,1884,0.08900594762760054
357,1885,0.11762837074524476
358,272,0.04019445542581658
359,24,0.12184448618299971
360,3051,0.19575039674649675
361,348,0.03170603478149966
362,2323,0.04924991115362199
363,1093,0.21457558081907901
364,29,0.22213470396644788
365,562,0.09986041038209016
366,1095,0.04422979679558565
367,1529,0.18154246116320588
368,2188,0.10945181478776603
369,497,0.07996115311643065
370,202,0.07974552868280316
371,1747,0.09467232801391075
372,2908,0.07814011795103189
373,1966,0.061455401188728956
374,3499,0.022666661051632092
375,353,0.04961407145213947
376,32,0.12184448618299971
377,1243,0.09256554296959837
378,1897,0.10432963469229423
379,1171,0.041569840335635475
380,3786,0.06754944779922992
381,34,0.2821676082734977
382,357,0.044383259467352124
383,36,0.10732397124540713
384,714,0.07261719185302938
385,2406,0.07335121174530787
386,1101,0.05143581888457206
387,3717,0.029074053062739084
388,1030,0.3549820395030603
389,1688,0.45468688507018257
390,364,0.3897374329374058
391,3501,0.08403633803000424
392,3072,0.037937324694360806
393,3074,0.0
394,3508,0.0
395,1043,0.0626903596070157
396,597,0.06661017321400978
397,383,0.0
398,2506,0.1479775076700772
399,3524,0.05470116859214991
400,1569,0.056115399959305416
401,2082,0.17439676746130656
402,3600,0.14895025333005238
403,3604,0.1585463505922197
404,2802,0.06853781129122213
405,3536,0.05104704453119581
406,3753,0.10074950866694364
407,3682,0.0
408,2017,0.23564064564683232
409,3685,0.10121594172499246
410,3610,0.1614011087417159
411,1296,0.06879909258055453
412,838,0.13433494486870476
413,1007,0.13513910578150728
414,1947,0.2087255081275859
415,2966,0.14376118402729132
416,266,0.0710522360808901
417,17,0.11192000040335233
418,1441,0.06255245494044263
419,1088,0.13299401415353623
420,912,0.10351590946500333
421,199,0.10314256550893505
422,1806,0.2566229543366749
423,2469,0.04031993461390948
424,2100,0.08544302724433936
425,1959,0.09825008311945116
426,1380,0.18597630957246797
427,569,0.17812247940722042
428,1674,0.10259975452743596
429,3565,0.12308995583304522
430,861,0.04272597060209978
431,1997,0.0
432,1573,0.0934488858074226
433,474,0.05980986502987782
434,1221,0.07195101027941471
435,2336,0.10945181478776603
436,3425,0.054234364323676426
437,1393,0.07748270083913128
438,1682,0.10945181478776603
439,508,0.084080397059175
440,3213,0.2607670916254816
441,42,0.1127169870997649
442,650,0.06340993462793387
443,3500,0.0798513638189388
444,3148,0.05767321412248355
445,2702,0.06890735509854896
446,1476,0.12475824043907244
447,1693,0.07687222141013371
448,151,0.09215426544360435
449,510,0.06201160680028088
450,4,0.09876150261405575
451,1621,0.05820169937466702
452,3155,0.0890528017350467
453,58,0.050171372360825375
454,2712,0.056551238215984734
455,2429,0.21473342051744504
456,1840,0.09589289332779982
457,1916,0.12481327881096588
458,1488,0.1298466592958132
459,230,0.0510399589451936
460,1120,0.04809313412136169
461,161,0.09111437174018008
462,1411,0.09357836090558543
463,524,0.08098674791079974
464,1059,0.05765003813665384
465,454,0.09001127367604611
466,1701,0.09150864679709027
467,1274,0.2576314777398465
468,741,0.1525743208994987
469,1277,0.0831122725478818
470,1639,0.06990524801353287
471,3528,0.071078542250551
472,2297,0.09983499732455264
473,465,0.10206747069924907
474,1711,0.09986847232294996
475,538,0.06201160680028088
476,393,0.035922925788315074
477,2442,0.08407087202764743
478,73,0.20048726923265833
479,3246,0.07129490213243532
480,3173,0.06652632158870563
481,105,0.06637147967630523
482,253,0.04232840358257681
483,3250,0.08827074876781402
484,3252,0.05726244319974912
485,476,0.09482383246519775
486,111,0.047768325047552386
487,3259,0.0730773521038533
488,1589,0.0694776059703745
489,2023,0.09251785859599919
490,14,0.08835669004714522
491,337,0.050659225827283744
492,2314,0.11995794568068882
493,2600,0.09166018695636396
494,269,0.05953362940911161
495,555,0.08534370840740955
496,1660,0.05908592445052207
497,3265,0.02761352988300501
498,1735,0.10290813300715193
499,3481,0.041310283492818414
500,2686,0.05687008837550489
501,2688,0.07710051874571922
502,345,0.05782058510275302
503,2320,0.08872739478396434
504,25,0.07027752005053624
505,2324,0.08119693882641309
506,2329,0.09445628764686487
507,1810,0.08505605999614786
508,2541,0.06282605543404511
509,1673,0.06120387829685649
510,1678,0.0533380525026845
511,1027,0.04612173831334848
512,2699,0.11639193397908085
513,282,0.059183726449636084
514,367,0.09142739090906302
515,223,0.040096464259458266
516,3298,0.05374924707503677
517,3948,0.04050458368347151
518,805,0.10851146530351122
519,3510,0.07646095936011062
520,300,0.05692333710046572
521,1777,0.0861307866555873
522,3301,0.06405340650238317
523,1343,0.026295481204748554
524,3160,0.08459901458292053
525,529,0.050659225827283744
526,3452,0.041402211189981344
527,1060,0.1213383757965785
528,1356,0.0916546239586927
